Sample	posterior	likelihood	prior	treeLikelihood.H3N2_subsampled	structuredCoalescent.t:H3N2_subsampled	treeHeight.t:H3N2_subsampled	Ne.t:H3N2_subsampled.Australia	Ne.t:H3N2_subsampled.Hong_Kong	Ne.t:H3N2_subsampled.Japan	Ne.t:H3N2_subsampled.New_Zealand	Ne.t:H3N2_subsampled.USA	b_migration.t:H3N2_subsampled.Australia_to_Hong_Kong	b_migration.t:H3N2_subsampled.Australia_to_Japan	b_migration.t:H3N2_subsampled.Australia_to_New_Zealand	b_migration.t:H3N2_subsampled.Australia_to_USA	b_migration.t:H3N2_subsampled.Hong_Kong_to_Australia	b_migration.t:H3N2_subsampled.Hong_Kong_to_Japan	b_migration.t:H3N2_subsampled.Hong_Kong_to_New_Zealand	b_migration.t:H3N2_subsampled.Hong_Kong_to_USA	b_migration.t:H3N2_subsampled.Japan_to_Australia	b_migration.t:H3N2_subsampled.Japan_to_Hong_Kong	b_migration.t:H3N2_subsampled.Japan_to_New_Zealand	b_migration.t:H3N2_subsampled.Japan_to_USA	b_migration.t:H3N2_subsampled.New_Zealand_to_Australia	b_migration.t:H3N2_subsampled.New_Zealand_to_Hong_Kong	b_migration.t:H3N2_subsampled.New_Zealand_to_Japan	b_migration.t:H3N2_subsampled.New_Zealand_to_USA	b_migration.t:H3N2_subsampled.USA_to_Australia	b_migration.t:H3N2_subsampled.USA_to_Hong_Kong	b_migration.t:H3N2_subsampled.USA_to_Japan	b_migration.t:H3N2_subsampled.USA_to_New_Zealand	clockRate.c:H3N2_subsampled	gammaShape.s:H3N2_subsampled	kappa.s:H3N2_subsampled	freqParameter.s:H3N2_subsampled1	freqParameter.s:H3N2_subsampled2	freqParameter.s:H3N2_subsampled3	freqParameter.s:H3N2_subsampled4
0	-8563.380385934728	-7502.168825980957	-1061.2115599537701	-7502.168825980957	-998.0116585733705	2.9808405999998318	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.005	1.0	2.0	0.25	0.25	0.25	0.25
50000	-6955.909373648808	-5949.972584739556	-1005.9367889092515	-5949.972584739556	-984.5110555212765	4.856907051083428	2.724921483736869	1.5608935820552936	0.1234623321254174	1.3043388286502824	2.8437907744914668	0.10714526054015869	1.117580768575946	0.2067206038060212	0.5046225886258608	0.07506991606661073	0.191114767675818	0.03393676758229852	0.19498131298078428	0.21440815207746844	0.83942403416703	2.0017782994339166	0.9774024434630216	0.10555540073027272	0.4033837028241952	0.6566242088312676	0.2017245907816494	0.1818848405446248	0.11616454648990249	0.6261071877037968	0.1716052295513748	0.005	0.4631559767086927	7.155179637086622	0.3617993005318819	0.21992821608937876	0.17477709444969036	0.24349538892904904
100000	-6843.637510585308	-5894.159554244335	-949.4779563409729	-5894.159554244335	-930.573881574725	4.566423401748886	2.175801908809919	2.3104690689636826	0.11174859480673542	0.9331797788125027	3.4137272235331952	0.3013028284303135	1.1465666692570915	0.14751215987039903	1.3904717723770414	0.008488208148923973	0.212907824957235	0.05720349686725014	0.05340644661810898	0.5440775446498222	0.6422970496463511	0.3962486948545112	0.28747782008646183	0.7962243125697606	0.02017833130295434	1.2180179328469256	0.24286525683834315	0.11831449129124963	0.019643618126453846	0.401057096340832	0.2863414539772967	0.005	0.4425860181711203	7.245204983196158	0.3516217842050941	0.21400498345249197	0.2079829236898776	0.22639030865253632
150000	-6837.732197400333	-5898.120206003494	-939.6119913968389	-5898.120206003494	-920.7386543008598	4.800539727562586	2.595376955710273	1.166206520944486	0.17423812359508878	0.9012981297196306	2.802551987827876	0.5329674805450908	0.11746282723972216	1.2180714798675403	1.6602511388177381	0.038908860004855	0.5162519390844855	0.08728970825758178	0.17311890520660328	0.4051697359378945	1.1838919063380302	0.13328171374305373	0.43424199931304075	0.03576426703752009	0.038126259049312806	0.5200653757388798	0.42942578905978085	0.23144776225541772	0.06065924704904715	0.3244087221612632	0.2909478386749244	0.005	0.494169086086968	7.105718207809329	0.34338889969784075	0.20960009119814957	0.21175216120923798	0.23525884789477164
200000	-6745.4396321640825	-5900.632820367626	-844.8068117964566	-5900.632820367626	-832.0394634209395	4.757142646351257	2.0436362799798387	1.1794254080369833	0.3143095440939893	0.4670407757955782	1.5287428641199692	0.06244362506473875	0.09829670322622859	0.4752937046851663	1.21337622038798	0.2212425337605384	0.5313380886537118	0.032185032513293466	0.3947871654216596	0.20051148462544194	0.46750705027452194	0.3969823134816558	0.41726036794850063	1.8444933855332897	0.38403659416307745	0.0744561437251296	0.0877887258598434	0.26658913974377557	5.100256661830277E-4	0.10668167380283068	0.004835098639818056	0.005	0.3880917107410522	6.293342510980042	0.3441877451124091	0.2182662073280735	0.2143914869174124	0.2231545606421049
250000	-6693.234620995499	-5908.928260034757	-784.3063609607427	-5908.928260034757	-771.3425585495303	4.526643117375531	1.5589887963405815	1.493072761728794	0.20547724735691575	0.5290239155153433	1.6186215886201456	0.27025883802786144	0.40836478497601614	0.7559503123775416	0.8940171480269246	0.05321913851208218	0.41848096184872996	0.13280539572656583	0.33439427033853864	0.1335327216754657	0.8318922451348164	0.0318702664770759	0.9488835629495874	0.7206372582443193	0.04217122222206213	0.9012953846433284	0.11903781831664988	0.13780512203021386	0.05976470044901904	0.03596647079961978	0.01195620445763378	0.005	0.4668277376486012	8.258634673417204	0.37054396601999184	0.20276053273508807	0.2111556200337729	0.21553988121114717
300000	-6707.60334645346	-5852.750861293831	-854.852485159629	-5852.750861293831	-848.5820343547052	4.7569594836543345	2.1610717663830736	1.2603659457314245	0.24296900035104632	0.6319332977926432	2.3806187309892897	0.11875606634651097	0.07735462600345437	0.5186256946136163	0.7021423033291431	0.13892878963557986	0.7013748892232535	0.06700059881023653	0.3748547336386305	0.13896224255581327	0.3365549724696588	0.011500138643913247	0.15784794918654568	0.612794736284488	0.0850022845405172	0.5242506556231105	0.319742846606032	0.06919020420088724	0.011101380920257828	0.253745851284504	0.11309501529800711	0.005	0.5057173299492127	8.274558534811302	0.34835905062526773	0.2023788973531592	0.20408586533067205	0.24517618669090094
350000	-6687.151900753095	-5840.450590251204	-846.7013105018913	-5840.450590251204	-838.7274998244757	5.023012991148814	1.765911969430847	1.1534085122248496	0.5984221738363811	0.5845629053559948	2.1615555652213807	0.15000999500415269	0.17681341250002397	0.7425548536228315	1.0655125941901027	0.029695698309674966	0.42525261362461886	0.23599902270830006	0.34935938379726433	0.3072582032535578	0.17585563106281596	0.2764409652873357	0.18313095846394953	0.3805554820774008	0.14617418733438206	0.2292401800442752	0.33447053111682545	0.26036151548266234	0.14150424871443312	0.01166286494902308	0.14340247171615375	0.005	0.4348144595351318	7.677442429495338	0.3696195635470316	0.19085015414688336	0.21183710655475751	0.22769317575132736
400000	-6693.35464482037	-5864.054550857001	-829.3000939633687	-5864.054550857001	-819.0457728731226	4.671581180910677	1.3950688302407326	1.0566387155633703	0.5783776450517182	0.555982099910884	1.9040234399494411	0.15466590102777295	0.37372534041562666	0.9717808564845807	1.7538187315254279	0.4940778843966662	0.04170909801501194	0.16576287927065309	0.20210695048170227	0.4910694824651916	0.6992599380078401	0.015190371525438546	0.18278412508025502	0.19841584065032025	0.008082863646788884	0.2801916881590037	0.2282950255202451	0.11564982711647041	0.06937799440188681	0.01662615591729805	0.04241221482143962	0.005	0.4194111166939336	7.273348470663678	0.35584222954217026	0.2104861480970167	0.20741035209762768	0.22626127026318515
450000	-6695.884494652155	-5873.1604661853535	-822.7240284668019	-5873.1604661853535	-809.9479344308147	4.597668393790258	1.5000338016036943	1.0098179807830843	0.37179809488694787	0.5090116108355837	1.634544441130532	0.32681070085437347	0.020492100462736286	1.2018986912719478	1.2416431412501623	0.029356690844973256	0.012608947045015279	0.125640809873006	0.4720261526998896	0.7817669121682248	1.1431193633253953	0.13126969883105974	0.4044787477070897	0.23256604970971959	0.08130439305794644	0.34096299430839744	0.5267826068366188	0.054198945732457156	0.05434850353967057	0.061430618491805596	0.0077494859000503446	0.005	0.4454697405215929	7.6630419501560425	0.35043641458573704	0.2012180725257285	0.19828058022658454	0.2500649326619497
500000	-6668.387533013038	-5851.220097544879	-817.1674354681588	-5851.220097544879	-806.3588444964198	4.624813195023041	1.2362189792470688	1.6316026747834602	0.7148248150731343	0.5181884334680782	2.507013511563286	0.23329584399176767	0.32307186764757057	0.9728351717937125	0.5819191618450874	0.1421048299104028	0.06659072410807428	0.09149674086184909	0.12069425272296361	0.0687817501825834	0.6556731775286553	0.4187351173254334	0.5961328237987055	0.7827174138126901	6.789930677789359E-4	0.2873117114314183	0.4498936486225454	0.05626975805576381	0.06175436205419241	0.19125777560771356	0.29968281572594907	0.005	0.49966957068389795	7.717102252358631	0.34948835458596417	0.20639231472218067	0.20906190513349035	0.23505742555836462
550000	-6685.173176916295	-5858.073611609246	-827.0995653070491	-5858.073611609246	-815.9320707915099	4.74520379374091	0.8854857834054847	1.2742257934693666	0.571557869848868	0.5636522954231094	2.475628690476228	0.15499627651766487	0.3911153280605866	0.5443610535776041	1.34350013840622	0.06632660160634463	0.22157696301846247	0.012606309630838176	0.2552948326877653	0.4213641881185076	0.6459964319492475	0.2571382472115165	0.40658045290223743	0.41787736317566554	0.28501362407278646	0.45669892182774385	0.5662025820897068	0.04527950578309275	0.04269560636095664	0.05844055080238945	0.10327729103991148	0.005	0.5934830083023612	6.970280769305401	0.322264148250378	0.2127071124708905	0.21144001128865084	0.2535887279900804
600000	-6714.741267703509	-5863.67810692267	-851.0631607808394	-5863.67810692267	-831.7771520817582	5.067654906713297	1.4518669975932665	1.550138799012538	0.2399890283700076	0.3975494712063411	3.537706755239753	0.3183365331782432	0.3313692345344934	0.39927843662849855	1.1791099916487882	0.016474166072581484	0.4156897784183452	0.036920188075012066	0.22505593683867833	0.38423467977997044	0.798411152340762	1.2682201679975176	0.12443776387276688	0.8651137296298529	0.7164143378286482	0.5646955258774176	0.4363980134490586	0.003713521211868993	0.07848652101370553	0.5123600894646977	0.006437215027045798	0.005	0.5375140505199272	6.94795075485778	0.33994107260190876	0.19362456134126832	0.22292192641477115	0.24351243964205158
650000	-6677.6470940085	-5867.937160138577	-809.7099338699231	-5867.937160138577	-800.305599268122	5.070861306240196	1.6914979612450225	1.0901490764854553	0.38003144787376847	0.7442201144764955	1.7946192981040368	0.20469395710576202	0.6314377398953881	0.2756231155685556	0.8878458754318251	0.17994356584993362	0.1616781357117529	0.15064235814778484	0.07724831182502827	0.2449792601775778	0.5165393899377481	0.10118115696821141	0.6756394471269697	0.182997392632266	0.017514964244551567	0.626958745829487	0.22774077274613821	0.556495593210755	0.016144938383202353	0.4790662241268039	0.03529867295731544	0.005	0.5486568768243858	7.035877476674074	0.34234506568905204	0.22602839208880574	0.20482525544423003	0.22680128677791206
700000	-6667.275793382701	-5861.4742999136915	-805.8014934690088	-5861.4742999136915	-789.001940605235	4.715220160047279	1.1720738457480993	1.0594116102739992	0.15996149518823277	0.7923485358034632	2.332681277817943	0.44856742873119887	0.11749007826496922	0.870458113722582	1.2549728631899493	0.15096531817450626	0.1704890031441905	0.10373179971068268	0.0743793313801591	1.2513608998762296	0.6725485432943196	0.14958621159122243	0.7244599413038351	0.4102651015051209	0.26235834004146213	0.1324559434946277	0.7248335397545809	0.14255600786466538	0.14862004285733735	0.36291367175685346	0.07881135323896478	0.005	0.5922419505250148	6.884202247454631	0.3566483384774778	0.21208520701362457	0.1948317010156316	0.23643475349326598
