Rates_10_1000_100_1mascot.log,29387.02
Rates_10_1000_10_1mascot.log,33015.98
Rates_10_1000_11_1mascot.log,28623.40
Rates_10_1000_12_1mascot.log,26904.32
Rates_10_1000_13_1mascot.log,26255.82
Rates_10_1000_14_1mascot.log,31965.04
Rates_10_1000_15_1mascot.log,25104.54
Rates_10_1000_16_1mascot.log,33518.31
Rates_10_1000_17_1mascot.log,28298.06
Rates_10_1000_18_1mascot.log,26828.45
Rates_10_1000_19_1mascot.log,34966.20
Rates_10_1000_1_1mascot.log,30726.67
Rates_10_1000_20_1mascot.log,28076.70
Rates_10_1000_21_1mascot.log,31440.02
Rates_10_1000_22_1mascot.log,26685.38
Rates_10_1000_23_1mascot.log,30098.14
Rates_10_1000_24_1mascot.log,30483.14
Rates_10_1000_25_1mascot.log,28310.00
Rates_10_1000_26_1mascot.log,26188.88
Rates_10_1000_27_1mascot.log,22514.14
Rates_10_1000_28_1mascot.log,26140.92
Rates_10_1000_29_1mascot.log,33153.59
Rates_10_1000_2_1mascot.log,26475.07
Rates_10_1000_30_1mascot.log,29626.58
Rates_10_1000_31_1mascot.log,26623.42
Rates_10_1000_32_1mascot.log,27765.82
Rates_10_1000_33_1mascot.log,31957.04
Rates_10_1000_34_1mascot.log,29278.37
Rates_10_1000_35_1mascot.log,29953.45
Rates_10_1000_36_1mascot.log,28959.93
Rates_10_1000_37_1mascot.log,29915.35
Rates_10_1000_38_1mascot.log,28835.50
Rates_10_1000_39_1mascot.log,30938.02
Rates_10_1000_3_1mascot.log,30664.74
Rates_10_1000_40_1mascot.log,30644.60
Rates_10_1000_41_1mascot.log,31533.26
Rates_10_1000_42_1mascot.log,30062.40
Rates_10_1000_43_1mascot.log,28191.67
Rates_10_1000_44_1mascot.log,25036.57
Rates_10_1000_45_1mascot.log,34449.96
Rates_10_1000_46_1mascot.log,34068.97
Rates_10_1000_47_1mascot.log,30639.77
Rates_10_1000_48_1mascot.log,31966.97
Rates_10_1000_49_1mascot.log,29998.04
Rates_10_1000_4_1mascot.log,29809.22
Rates_10_1000_50_1mascot.log,28056.98
Rates_10_1000_51_1mascot.log,26530.79
Rates_10_1000_52_1mascot.log,24765.60
Rates_10_1000_53_1mascot.log,29402.45
Rates_10_1000_54_1mascot.log,30271.54
Rates_10_1000_55_1mascot.log,31099.90
Rates_10_1000_56_1mascot.log,30055.74
Rates_10_1000_57_1mascot.log,33405.50
Rates_10_1000_58_1mascot.log,31759.64
Rates_10_1000_59_1mascot.log,27381.75
Rates_10_1000_5_1mascot.log,29593.75
Rates_10_1000_60_1mascot.log,28466.88
Rates_10_1000_61_1mascot.log,31304.63
Rates_10_1000_62_1mascot.log,30562.63
Rates_10_1000_63_1mascot.log,36073.67
Rates_10_1000_64_1mascot.log,22837.33
Rates_10_1000_65_1mascot.log,29363.24
Rates_10_1000_66_1mascot.log,31165.14
Rates_10_1000_67_1mascot.log,31425.58
Rates_10_1000_68_1mascot.log,28906.53
Rates_10_1000_69_1mascot.log,28669.27
Rates_10_1000_6_1mascot.log,28830.92
Rates_10_1000_70_1mascot.log,27930.04
Rates_10_1000_71_1mascot.log,29804.58
Rates_10_1000_72_1mascot.log,27676.26
Rates_10_1000_73_1mascot.log,33288.88
Rates_10_1000_74_1mascot.log,26512.61
Rates_10_1000_75_1mascot.log,27307.43
Rates_10_1000_76_1mascot.log,33187.02
Rates_10_1000_77_1mascot.log,25901.30
Rates_10_1000_78_1mascot.log,26383.37
Rates_10_1000_79_1mascot.log,45007.09
Rates_10_1000_7_1mascot.log,33259.21
Rates_10_1000_80_1mascot.log,33009.12
Rates_10_1000_81_1mascot.log,35482.10
Rates_10_1000_82_1mascot.log,31203.42
Rates_10_1000_83_1mascot.log,29830.42
Rates_10_1000_84_1mascot.log,29701.11
Rates_10_1000_85_1mascot.log,27387.42
Rates_10_1000_86_1mascot.log,30062.41
Rates_10_1000_87_1mascot.log,26172.72
Rates_10_1000_88_1mascot.log,27039.75
Rates_10_1000_89_1mascot.log,28621.62
Rates_10_1000_8_1mascot.log,33412.84
Rates_10_1000_90_1mascot.log,31138.23
Rates_10_1000_91_1mascot.log,27775.36
Rates_10_1000_92_1mascot.log,26820.72
Rates_10_1000_93_1mascot.log,28621.18
Rates_10_1000_94_1mascot.log,32864.97
Rates_10_1000_95_1mascot.log,28394.68
Rates_10_1000_96_1mascot.log,28750.99
Rates_10_1000_97_1mascot.log,30673.71
Rates_10_1000_98_1mascot.log,30890.45
Rates_10_1000_99_1mascot.log,30212.78
Rates_10_1000_9_1mascot.log,27123.13
Rates_10_200_100_1mascot.log,7051.90
