"states" "lineages" "ess_time" "method"
"261" 2 400 464.44920021657 "mtt"
"262" 2 400 1174.6659199555 "mtt"
"263" 2 400 399.325217143209 "mtt"
"264" 2 400 549.973306496287 "mtt"
"265" 2 400 170.297140134884 "mtt"
"266" 2 400 599.18638455034 "mtt"
"267" 2 400 364.937172552828 "mtt"
"268" 2 400 259.784721562987 "mtt"
"269" 2 400 848.189024176275 "mtt"
"270" 2 400 965.629046186715 "mtt"
"271" 2 400 649.437738206973 "mtt"
"272" 2 400 422.529509140073 "mtt"
"273" 2 400 568.503497244594 "mtt"
"274" 2 400 1349.55905386141 "mtt"
"275" 2 400 523.127815714422 "mtt"
"276" 2 400 359.057033377008 "mtt"
"277" 2 400 250.127483306038 "mtt"
"278" 2 400 175.259878451927 "mtt"
"279" 2 400 231.880004286025 "mtt"
"280" 2 400 956.943293186465 "mtt"
"281" 2 400 118.246233475811 "mtt"
"282" 2 400 520.683347390634 "mtt"
"283" 2 400 153.504974721886 "mtt"
"284" 2 400 1343.23722334863 "mtt"
"285" 2 400 915.359617795605 "mtt"
"286" 2 400 992.375212747764 "mtt"
"287" 2 400 1317.21190968008 "mtt"
"288" 2 400 1218.06120360057 "mtt"
"289" 2 400 619.708652701721 "mtt"
"290" 2 400 1390.21620650085 "mtt"
"291" 2 400 476.266530456192 "mtt"
"292" 2 400 1412.09703847622 "mtt"
"293" 2 400 1073.89413365667 "mtt"
"294" 2 400 695.568009215558 "mtt"
"295" 2 400 197.37037077086 "mtt"
"296" 2 400 350.13828702958 "mtt"
"297" 4 200 133.856519082959 "mtt"
"298" 4 200 171.257108456109 "mtt"
"299" 4 200 104.008888887449 "mtt"
"300" 4 200 98.5506968667298 "mtt"
"301" 4 200 112.029654568044 "mtt"
"302" 4 200 139.871011834761 "mtt"
"303" 4 200 141.125590306196 "mtt"
"304" 4 200 77.7754289006699 "mtt"
"305" 4 200 153.799341169047 "mtt"
"306" 4 200 41.7570324594182 "mtt"
"307" 4 200 231.587382038281 "mtt"
"308" 4 200 102.332206515197 "mtt"
"309" 4 200 274.533780448944 "mtt"
"310" 4 200 102.002650546534 "mtt"
"311" 4 200 229.926235015125 "mtt"
"312" 4 200 173.250041562924 "mtt"
"313" 4 200 62.8451118217492 "mtt"
"314" 4 200 172.006523628276 "mtt"
"315" 4 200 82.8899483410872 "mtt"
"316" 4 200 100.112332918007 "mtt"
"317" 4 200 173.379957559558 "mtt"
"318" 4 200 78.8723276876673 "mtt"
"319" 4 200 49.8636216961721 "mtt"
"320" 4 200 152.034906124549 "mtt"
"321" 4 200 114.319404003216 "mtt"
"322" 4 200 76.7513934926414 "mtt"
"323" 4 200 151.020964620313 "mtt"
"324" 4 200 104.720976147545 "mtt"
"325" 4 200 246.079880884096 "mtt"
"326" 4 200 85.79979365015 "mtt"
"327" 4 200 287.374902521691 "mtt"
"328" 4 200 254.751191163173 "mtt"
"329" 4 200 232.312117783272 "mtt"
"330" 4 200 139.108372401736 "mtt"
"331" 4 200 140.788565129905 "mtt"
"332" 4 200 54.3146906297466 "mtt"
"333" 4 200 311.472104736739 "mtt"
"334" 4 200 87.3856109707882 "mtt"
"335" 4 200 174.012972229252 "mtt"
"336" 4 200 74.622950422068 "mtt"
"337" 4 200 257.903178167354 "mtt"
"338" 4 200 129.601995048495 "mtt"
"339" 4 200 88.327023546988 "mtt"
"340" 4 200 82.0732369240572 "mtt"
"341" 4 200 98.6325903071778 "mtt"
"342" 4 200 59.1481039653099 "mtt"
"343" 4 200 87.8702303944008 "mtt"
"344" 4 200 79.7026554688361 "mtt"
"345" 4 200 259.212386874695 "mtt"
"346" 4 200 181.911039356939 "mtt"
"347" 4 200 189.710309146568 "mtt"
"348" 4 200 61.7035042197238 "mtt"
"349" 4 200 59.2604460997037 "mtt"
"350" 4 200 99.0672420127076 "mtt"
"351" 4 200 124.923373931165 "mtt"
"352" 4 200 154.469653095459 "mtt"
"353" 4 200 88.9805880390823 "mtt"
"354" 4 200 149.44805828726 "mtt"
"355" 4 200 27.0522682669583 "mtt"
"356" 4 200 142.645354972346 "mtt"
"357" 4 200 143.793226377442 "mtt"
"358" 4 200 160.854951931727 "mtt"
"359" 4 200 49.7811054285207 "mtt"
"360" 4 200 107.033152673005 "mtt"
"361" 4 200 65.2300969159223 "mtt"
"362" 4 200 97.5318218952454 "mtt"
"363" 4 200 108.037195696815 "mtt"
"364" 4 200 197.008715940035 "mtt"
"365" 4 200 109.085528585096 "mtt"
"366" 4 200 141.631400995034 "mtt"
"367" 4 200 70.7721997155918 "mtt"
"368" 4 200 151.54475293251 "mtt"
"369" 4 200 94.6392925739931 "mtt"
"370" 4 200 114.319810278113 "mtt"
"371" 4 200 137.029099552424 "mtt"
"372" 4 200 145.111980896786 "mtt"
"373" 4 200 54.1768670603797 "mtt"
"374" 4 200 91.5048881704285 "mtt"
"375" 4 200 292.417018503504 "mtt"
"376" 4 200 114.200297760529 "mtt"
"377" 4 200 100.468254651504 "mtt"
"378" 4 200 117.301584759484 "mtt"
"379" 4 200 171.64557901113 "mtt"
"380" 4 200 63.9302096202217 "mtt"
"381" 4 200 24.9757554723771 "mtt"
"382" 4 200 120.852352830144 "mtt"
"383" 4 200 91.9923608276682 "mtt"
"384" 4 200 208.052881517455 "mtt"
"385" 4 200 115.268643377632 "mtt"
"386" 4 200 179.569071011071 "mtt"
"387" 4 200 83.3462581105789 "mtt"
"388" 4 200 43.5244310387738 "mtt"
"389" 4 200 99.7697513904701 "mtt"
"390" 4 200 108.622832488087 "mtt"
"391" 4 200 178.187051042837 "mtt"
"392" 4 200 232.167310520065 "mtt"
"393" 4 200 110.120804094228 "mtt"
"394" 4 200 104.41169065297 "mtt"
"395" 4 200 185.132470445098 "mtt"
"396" 4 200 48.72416365185 "mtt"
"397" 4 300 87.3382177291077 "mtt"
"398" 4 300 96.2449865701532 "mtt"
"399" 4 300 37.475418584147 "mtt"
"400" 4 300 112.38864988253 "mtt"
"401" 4 300 58.8484735097326 "mtt"
"402" 4 300 36.6642532729018 "mtt"
"403" 4 300 22.8592078955507 "mtt"
"404" 4 300 56.9142269238577 "mtt"
"405" 4 300 75.1740094444853 "mtt"
"406" 4 300 35.287235002497 "mtt"
"407" 4 300 44.3063131789887 "mtt"
"408" 4 300 62.568778619027 "mtt"
"409" 4 300 109.276985262043 "mtt"
"410" 4 300 73.3245626994121 "mtt"
"411" 4 300 84.1006560840608 "mtt"
"412" 4 300 147.905879773484 "mtt"
"413" 4 300 60.5511305606247 "mtt"
"414" 4 300 116.630954664193 "mtt"
"415" 4 300 80.3123375964162 "mtt"
"416" 4 300 100.026680904613 "mtt"
"417" 4 300 87.9394168351614 "mtt"
"418" 4 300 74.3042504135849 "mtt"
"419" 4 300 66.3365920906889 "mtt"
"420" 4 300 80.9207200958715 "mtt"
"421" 4 300 149.249001380788 "mtt"
"422" 4 300 85.031532876091 "mtt"
"423" 4 300 93.3574380779245 "mtt"
"424" 4 300 101.196688173279 "mtt"
"425" 4 300 111.651314599582 "mtt"
"426" 4 300 121.532939559233 "mtt"
"427" 4 300 104.375703311128 "mtt"
"428" 4 300 58.7442118698203 "mtt"
"429" 4 300 113.196499074305 "mtt"
"430" 4 300 70.3011874171172 "mtt"
"431" 4 300 89.3197875188116 "mtt"
"432" 4 300 70.6889874026286 "mtt"
"433" 4 300 130.237455268679 "mtt"
"434" 4 300 24.934647504359 "mtt"
"435" 4 300 62.6725635334994 "mtt"
"436" 4 300 88.9156483662877 "mtt"
"437" 4 300 112.368635214755 "mtt"
"438" 4 300 46.2523074738466 "mtt"
"439" 4 300 48.0802260615854 "mtt"
"440" 4 300 114.293362562428 "mtt"
"441" 4 300 79.771208217861 "mtt"
"442" 4 300 39.1539139673282 "mtt"
"443" 4 300 125.001780356897 "mtt"
"444" 4 300 48.7340421307835 "mtt"
"445" 4 300 142.29939144219 "mtt"
"446" 4 300 83.7959257861218 "mtt"
"447" 4 300 45.9239605082114 "mtt"
"448" 4 300 148.525284267311 "mtt"
"449" 4 300 50.6184897581483 "mtt"
"450" 4 300 129.667119175498 "mtt"
"451" 4 300 38.7469822515261 "mtt"
"452" 4 300 118.167990859213 "mtt"
"453" 4 300 72.775619985141 "mtt"
"454" 4 300 48.8646047098969 "mtt"
"455" 4 300 71.7197671821081 "mtt"
"456" 4 300 84.6893100413348 "mtt"
"457" 4 300 115.092537541279 "mtt"
"458" 4 300 63.2640218362104 "mtt"
"459" 4 300 121.93521244656 "mtt"
"460" 4 300 129.846203588711 "mtt"
"461" 4 300 140.709278915305 "mtt"
"462" 4 300 89.8717984885124 "mtt"
"463" 4 300 69.7322265023506 "mtt"
"464" 4 300 130.406759718678 "mtt"
"465" 4 300 70.8586129337165 "mtt"
"466" 4 300 197.846413126735 "mtt"
"467" 4 300 48.0408270039843 "mtt"
"468" 4 300 81.6481310734795 "mtt"
"469" 4 300 151.392400276529 "mtt"
"470" 4 300 54.376146063488 "mtt"
"471" 4 300 48.5660366658097 "mtt"
"472" 4 300 46.3723000951106 "mtt"
"473" 4 300 74.0500101496855 "mtt"
"474" 4 300 101.691000913535 "mtt"
"475" 4 300 206.430586065363 "mtt"
"476" 4 300 92.1228723526027 "mtt"
"477" 4 300 106.087110296439 "mtt"
"478" 4 300 56.4401065040285 "mtt"
"479" 4 300 179.011004771208 "mtt"
"480" 4 300 34.4487678370767 "mtt"
"481" 4 300 161.285063158359 "mtt"
"482" 4 300 121.656551290558 "mtt"
"483" 4 300 98.2161374619784 "mtt"
"484" 4 300 116.002565671503 "mtt"
"485" 4 300 104.574987630826 "mtt"
"486" 4 300 58.0153439823946 "mtt"
"487" 4 300 83.1715441912281 "mtt"
"488" 4 300 24.6785922389889 "mtt"
"489" 4 300 143.519360897966 "mtt"
"490" 4 300 94.9297596314797 "mtt"
"491" 4 300 110.792672889842 "mtt"
"492" 4 300 86.5273240060251 "mtt"
"493" 4 300 124.654378350304 "mtt"
"494" 4 300 57.3708406346669 "mtt"
"495" 4 300 57.5296932121965 "mtt"
"496" 4 300 81.6133277439345 "mtt"
"497" 4 400 74.0764525596804 "mtt"
"498" 4 400 63.6719857293493 "mtt"
"499" 4 400 103.574481687268 "mtt"
"500" 4 400 47.730734654014 "mtt"
"501" 4 400 89.7965186109188 "mtt"
"502" 4 400 46.3801311448046 "mtt"
"503" 4 400 91.4380809066151 "mtt"
"504" 4 400 53.9099010246389 "mtt"
"505" 4 400 31.4411239728041 "mtt"
"506" 4 400 85.3815484814996 "mtt"
"507" 4 400 64.1730024602797 "mtt"
"508" 4 400 71.1165575694777 "mtt"
"509" 4 400 54.4839526459341 "mtt"
"510" 4 400 87.2265160433617 "mtt"
"511" 4 400 92.0479878104804 "mtt"
"512" 4 400 54.4083746601708 "mtt"
"513" 4 400 81.5845625145945 "mtt"
"514" 4 400 84.3120785362352 "mtt"
"515" 4 400 37.8624174662586 "mtt"
"516" 4 400 82.6660802515301 "mtt"
"517" 4 400 64.4576716396343 "mtt"
"518" 4 400 72.8702119893249 "mtt"
"519" 4 400 56.4544492352112 "mtt"
"520" 4 400 134.014043089586 "mtt"
"521" 4 400 23.7924103281141 "mtt"
"522" 4 400 68.2634476921092 "mtt"
"523" 4 400 68.2964594396567 "mtt"
"524" 4 400 78.2570593329983 "mtt"
"525" 4 400 27.3149479755389 "mtt"
"526" 4 400 93.7142159397135 "mtt"
"527" 4 400 74.8288739788865 "mtt"
"528" 4 400 97.6580559253429 "mtt"
"529" 4 400 71.1947661468146 "mtt"
"530" 4 400 54.2016771515698 "mtt"
"531" 4 400 94.5494743002583 "mtt"
"532" 4 400 137.921646159767 "mtt"
"533" 4 400 49.0742890821935 "mtt"
"534" 4 400 122.016627242595 "mtt"
"535" 4 400 29.6641975014766 "mtt"
"536" 4 400 70.407734386031 "mtt"
"537" 4 400 37.9243245206286 "mtt"
"538" 4 400 79.986078189833 "mtt"
"539" 4 400 59.4582875612683 "mtt"
"540" 4 400 75.9927040711694 "mtt"
"541" 4 400 37.7165803331211 "mtt"
"542" 4 400 67.4987093828504 "mtt"
"543" 4 400 54.8229872908915 "mtt"
"544" 4 400 65.6125687513251 "mtt"
"545" 4 400 34.0169776704603 "mtt"
"546" 4 400 150.984580555961 "mtt"
"547" 4 400 54.318160412963 "mtt"
"548" 4 400 72.06420073942 "mtt"
"549" 4 400 53.8326654104139 "mtt"
"550" 4 400 61.8968096175826 "mtt"
"551" 4 400 19.0927212328874 "mtt"
"552" 4 400 50.6741981182479 "mtt"
"553" 4 400 24.3266571861975 "mtt"
"554" 4 400 69.3954639128386 "mtt"
"555" 4 400 126.90385603041 "mtt"
"556" 4 400 70.2436777524464 "mtt"
"557" 4 400 37.4988817214174 "mtt"
"558" 4 400 26.449624260422 "mtt"
"559" 4 400 107.001782007275 "mtt"
"560" 4 400 64.1302157721138 "mtt"
"561" 4 400 52.8537480549941 "mtt"
"562" 4 400 61.1067922503291 "mtt"
"563" 4 400 77.7767465058429 "mtt"
"564" 4 400 36.3195619168299 "mtt"
"565" 4 400 108.722427458595 "mtt"
"566" 4 400 42.2587615810467 "mtt"
"567" 4 400 51.8672603356332 "mtt"
"568" 4 400 93.7324794676304 "mtt"
"569" 4 400 65.9235011260769 "mtt"
"570" 4 400 62.4264501855131 "mtt"
"571" 4 400 52.7499556167838 "mtt"
"572" 4 400 97.2631579434588 "mtt"
"573" 4 400 78.9044067904575 "mtt"
"574" 4 400 73.884637694322 "mtt"
"575" 4 400 74.597689475787 "mtt"
"576" 4 400 58.5654529010652 "mtt"
"577" 4 400 33.0927959616748 "mtt"
"578" 4 400 125.340730878195 "mtt"
"579" 4 400 64.7370866579431 "mtt"
"580" 4 400 55.6083902838461 "mtt"
"581" 4 400 83.0339935956978 "mtt"
"582" 4 400 69.379540918087 "mtt"
"583" 4 400 73.6638779274945 "mtt"
"584" 4 400 46.6735150351822 "mtt"
"585" 4 400 59.2296880018074 "mtt"
"586" 4 400 66.0129259145611 "mtt"
"587" 4 400 66.9332022312919 "mtt"
"588" 4 400 51.0880567601692 "mtt"
"589" 4 400 21.5055585040864 "mtt"
"590" 4 400 54.6587080894187 "mtt"
"591" 4 400 49.6426578376857 "mtt"
"592" 4 400 107.234911622568 "mtt"
"593" 4 400 44.9488408290122 "mtt"
"594" 4 400 53.8883744216224 "mtt"
"595" 4 400 17.4025122794962 "mtt"
"596" 4 400 65.4119354141314 "mtt"
"597" 6 200 75.6224525680733 "mtt"
"598" 6 200 36.9260945484472 "mtt"
"599" 6 200 53.2856890872109 "mtt"
"600" 6 200 48.1593568048896 "mtt"
"601" 6 200 42.2019096134772 "mtt"
"602" 6 200 85.0373677289333 "mtt"
"603" 6 200 55.640046757561 "mtt"
"604" 6 200 48.4346337673562 "mtt"
"605" 6 200 53.3051931262941 "mtt"
"606" 6 200 115.117934591818 "mtt"
"607" 6 200 46.4244072293829 "mtt"
"608" 6 200 42.4060795544213 "mtt"
"609" 6 200 106.925669963524 "mtt"
"610" 6 200 107.086738604725 "mtt"
"611" 6 200 32.3250168640782 "mtt"
"612" 6 200 28.7936358957929 "mtt"
"613" 6 200 32.8832201682437 "mtt"
"614" 6 200 49.8387765633667 "mtt"
"615" 6 200 75.7562455267302 "mtt"
"616" 6 200 77.2659644447751 "mtt"
"617" 6 200 70.5202525938664 "mtt"
"618" 6 200 45.8038818997297 "mtt"
"619" 6 200 40.8931877319279 "mtt"
"620" 6 200 72.6431674663258 "mtt"
"621" 6 200 31.1436412424751 "mtt"
"622" 6 200 27.9703240594887 "mtt"
"623" 6 200 44.8401599037562 "mtt"
"624" 6 200 59.9919855577538 "mtt"
"625" 6 200 81.841848414562 "mtt"
"626" 6 200 91.052691682007 "mtt"
"627" 6 200 99.4790076645909 "mtt"
"628" 6 200 73.2105196286852 "mtt"
"629" 6 200 86.0439316645813 "mtt"
"630" 6 200 75.0807981321379 "mtt"
"631" 6 200 34.8123878669263 "mtt"
"632" 6 200 63.5066660777456 "mtt"
"633" 6 200 50.6778263522301 "mtt"
"634" 6 200 75.9399945624698 "mtt"
"635" 6 200 43.715484634395 "mtt"
"636" 6 200 78.6483519524629 "mtt"
"637" 6 200 52.3377833333045 "mtt"
"638" 6 200 57.3926364053125 "mtt"
"639" 6 200 37.9696910147264 "mtt"
"640" 6 200 61.5494423943547 "mtt"
"641" 6 200 38.3878040798544 "mtt"
"642" 6 200 57.6508819782016 "mtt"
"643" 6 200 75.7275053973276 "mtt"
"644" 6 200 42.0467500571837 "mtt"
"645" 6 200 35.3867333607322 "mtt"
"646" 6 200 160.085118456296 "mtt"
